Profile Pit No.,FAO Classification,Local Name/Series,Longitude,Latitude,Horizon,Top-Depth,Bottom Depth,Moist Color,Dry Color,Org. Carbon,Total N,CACO3,GYPSUM,PHH2O,PHKCL,PH CaCl2,ECE,Exch. Ca,Exch Mg,Exch. Na,Exch. K,Exch Al,Exch. Acid,CEC Soil,Sand,Silt,Clay,Textual Class,GRAVEL,BULKDENS
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,Ah1,0,10,N2/,10YR3/1,36,2,,,,,4.2,,0.2,,,,,,12.6,83,12,5,Loamy Sand,,
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,Ah2,10,28,N2/,10YR3/1,30,1.4,,,,,4.2,,0.2,0.1,,,,,10,84,11,5,Loamy Sand,,
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,AC,28,46,10YR4/2,10YR6/2,7,0.1,,,,,4.4,,,0.1,,,,,0.6,83,12,5,Loamy Sand,,
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,C1,46,72,10YR6/2,,7,0.1,,,,,4.5,,0.1,0.1,,,,,0.4,85,10,5,Loamy Sand,,
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,C2,72,100,10YR5/3,,,,,,,,4.5,,0.3,,,,,,0.4,85,10,5,Loamy Sand,,
1,Gleyic Arenosol,Wet Litongo,23.26667,-15.48333,C3,100,135,10YR5/2,,,,,,,,4.7,,0.2,,,,,,0.4,85,10,5,Loamy Sand,,
2,Eutric Cambisol,,31.88333,-13.15,Ah1,0,16,10YR2/2,,23,1.1,,,,,5.8,,4,0.9,0.1,0.4,,,5.8,74,11,15,Sandy Loam,,
2,Eutric Cambisol,,31.88333,-13.15,Ah2,16,33,10YR3/2,,12,0.6,,,,,5.5,,7.6,3.6,0.1,0.3,,,13.8,74,7,19,Sandy Loam,,
2,Eutric Cambisol,,31.88333,-13.15,Ah3,33,54,10YR3/2,,7,0.4,,,,,5.3,,6,2.8,0.1,0.2,,,11.6,75,6,19,Sandy Loam,,
2,Eutric Cambisol,,31.88333,-13.15,Bw1,54,88,7.5YR3/2,,,,,,,,5.4,,5.6,3.1,0.1,0.3,,,11.6,68,7,25,Sandy Clay Loam,,
2,Eutric Cambisol,,31.88333,-13.15,Bw2,88,110,7.5YR3/4,,,,,,,,5.5,,5.3,3.9,0.1,0.3,,,11.6,68,7,25,Sandy Clay Loam,,
3,Haplic Ferralsol,,28.43333,-13.71667,Ah,0,12,7.5YR3/2,,10,0.7,,,,,5.6,0,2,0.9,,0.3,,,3.6,9,14,77,Clay,,
3,Haplic Ferralsol,,28.43333,-13.71667,BA,12,25,5YR5/6,,7,0.3,,,,,4.5,0,0.2,0.4,,0.2,,,2.8,11,10,79,Clay,,
3,Haplic Ferralsol,,28.43333,-13.71667,Bws1,25,70,2.5YR5/8,,5,0.3,,,,,4.5,0,0.2,0.9,,0.2,,,2.8,27,9,64,Clay,,
3,Haplic Ferralsol,,28.43333,-13.71667,Bws2,70,94,2.5YR5/8,,2,0.2,,,,,4.4,0,0.5,0.7,,0.2,,,3.8,39,10,51,Clay,,
3,Haplic Ferralsol,,28.43333,-13.71667,Bws3,94,185,2.5YR5/8,,2,0.2,,,,,4.5,0,0.7,0.6,,0.1,,,3.2,37,10,53,Clay,,
3,Haplic Ferralsol,,28.43333,-13.71667,Bws4,185,200,2.5YR5/8,,1,0.2,,,,,4.8,0,0.2,0.4,,0.1,,,4.2,30,16,54,Clay,,
4,Haplic Ferralsol,,28.81667,-9.71667,Ah,0,8,5YR3/1,,20,1,,,,,4,0,0.6,0.2,,0.2,,,8.8,78,2,20,Sandy Loam,,
4,Haplic Ferralsol,,28.81667,-9.71667,BA,8,20,5YR3/3,,9,,,,,,3.9,0,0.1,,,,,,4.8,75,8,17,Sandy Loam,,
4,Haplic Ferralsol,,28.81667,-9.71667,Bws1,20,41,5YR3/4,,5,0.4,,,,,4,0,,,,,,,4,74,5,21,Sandy Clay Loam,,
4,Haplic Ferralsol,,28.81667,-9.71667,Bws2,41,65,5YR3/4,,4,,,,,,4,0,0.1,,,,,,4,72,6,22,Sandy Clay Loam,,
4,Haplic Ferralsol,,28.81667,-9.71667,Bws3,65,86,5YR3/4,,4,0.3,,,,,4,0,0.2,,,,,,3.4,70,6,24,Sandy Clay Loam,,
4,Haplic Ferralsol,,28.81667,-9.71667,Bws4,86,117,5YR3/4,,4,0.2,,,,,4,0,0.2,,,,,,3,70,6,24,Sandy Clay Loam,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Ap,0,16,2.5YR3/4,,25,1,,,,,5.7,0,3.4,1.6,,0.5,,,11.8,37,30,33,Clay Loam,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Bws1,16,35,2.5YR3/6,,20,,,,,,5.4,0,0.6,1.3,,0.7,,,8.4,28,19,53,Clay,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Bws2,35,60,2.5YR3/6,,6,,,,,,,0,0.6,0.6,,0.9,,,7.8,28,19,53,Clay,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Bws3,60,90,2.5YR3/6,,3,,,,,,,0,0.4,0.3,,0.6,,,6.8,27,18,55,Clay,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Bws4,90,123,2.5YR3/6,,1,0.3,,,,,5.3,0,0.4,0.4,,0.3,,,6.8,26,27,47,Clay,,
5,Rhodic Ferralsol,,31.26667,-9.81667,Bws5,123,142,2.5YR3/6,,3,0.9,,,,,,0,0.8,0.7,,0.5,,,8,29,17,54,Clay,,
6,Xanthic Ferralsol,,28.43333,-13.71667,Ah,0,8,N5/,,10,0.5,,,,,4.3,0,0.3,0.2,,0.1,,,4,83,10,7,Loamy Sand,,
6,Xanthic Ferralsol,,28.43333,-13.71667,BA,8,32,7.5YR7/4,,6,0.3,,,,,4.3,0,0.1,0.1,,0.1,,,2.4,82,8,10,Loamy Sand,,
6,Xanthic Ferralsol,,28.43333,-13.71667,Bws1,32,65,7.5YR7/6,,4,0.2,,,,,4.3,0,0.1,0.1,,0.1,,,2.6,75,9,16,Loamy Sand,,
6,Xanthic Ferralsol,,28.43333,-13.71667,Bws2,65,100,7.5YR7/8,,3,0.2,,,,,4.3,0,0.1,0.4,,0.1,,,2.2,73,9,18,Sandy Loam,,
6,Xanthic Ferralsol,,28.43333,-13.71667,Bws3,100,269,7.5YR6/8,,3,0.2,,,,,4.3,0,0.2,0.4,,,,,2.4,67,8,25,Sandy Loam,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,Ah,0,5,10YR2/1,,20,1.4,,,,,4.8,,3.4,0.9,0.2,0.2,,,9.6,65,24,11,Sandy Loam,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,Ahg,5,12,10YR3/1,,11,0.6,,,,,4.7,,1.5,0.4,0.2,0.1,,,4.4,82,10,8,Loamy Sand,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,E,12,32,10YR5/3,,3,0.2,,,,,4.9,,1,0.2,0.1,0.1,,,2,76,16,8,Loamy Sand,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,Bg1,32,45,10YR4/2,,6,0.4,,,,,5.6,,9.5,1.6,1.1,0.2,,,16.7,,,,,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,Bg2,45,70,10YR4/2,,3,0.2,,,,,6,,9,1.4,1.1,0.2,,,14.6,55,12,33,Sandy Clay Loam,,
7,Eutric Gleysol,Bulozi series,23.1,-15.2,Bg3,70,85,10YR5/2,,3,0.2,,,,,6.5,,8.4,1.3,0.8,0.2,,,12.6,70,6,24,Sandy Loam,,
8,Fibric Histosol,Liamundi series,23.26667,-15.48333,H1,0,10,10YR1/1,,220,9.5,,,,,4.2,,1.2,0.4,,0.4,,,46.2,,,,,,
8,Fibric Histosol,Liamundi series,23.26667,-15.48333,H2,10,17,N2/,,380,11.7,,,,,3.7,,1.3,0.3,,0.3,,,32,,,,,,
8,Fibric Histosol,Liamundi series,23.26667,-15.48333,H3,17,28,N2/,,350,10.9,,,,,3.8,,0.7,0.2,,0.2,,,46.4,,,,,,
8,Fibric Histosol,Liamundi series,23.26667,-15.48333,H4,28,46,N2/,,400,12.6,,,,,,,0.6,0.2,,0.2,,,45.2,,,,,,
8,Fibric Histosol,Liamundi series,23.26667,-15.48333,H5,46,70,7.5YR3/2,,570,9.9,,,,,,,1.2,0.2,,0.2,,,45,,,,,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,Ah,0,9,10YR4/2,,9,0.6,,,,,5.3,,2.1,0.6,,0.1,,,4,74,19,7,Loamy Sand,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,BA,9,21,10YR5/6,,5,,,,,,5,,0.8,0.3,,0.1,,,2,71,18,11, Sandy Loam,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,Bt1,21,33,7.5YR5/6,,2,0.2,,,,,5.1,,0.7,0.1,,0.1,,,1.8,70,12,18, Sandy Loam,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,Bt2,33,65,7.5YR5/8,,4,0.2,,,,,5.1,,0.5,0.2,,0.2,,,2.2,73,12,15, Sandy Loam,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,Bt3,65,82,5YR4/6,,3,0.2,,,,,5.2,,1.1,0.3,,0.3,,,4.4,63,10,27,Sandy Clay Loam,,
9,Ferric Lixisol,"Choma series, shallow phase",28.4,-14.58333,Bt4,82,95,5YR5/8,,3,,,,,,5.4,,1.4,0.4,,0.4,,,6,55,10,35,Sandy Clay Loam,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,Ah,0,7,10YR3/4,,20,0.9,,,,,5.7,,5.4,1.2,,0.4,,,7.8,72,10,18,Sandy Loam,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,BA,7,17,7.5YR4/4,,6,0.3,,,,,5.5,,1.8,0.5,,0.2,,,3.8,73,14,13,Sandy Loam,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,Bt1,17,29,5YR4/4,,4,0.2,,,,,5.5,,2,0.8,,0.2,,,4,67,14,19,Sandy Loam,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,Bt2,29,47,5YR4/6,,2,,,,,,5.4,,2.1,1.2,,0.3,,,4.8,61,14,25,Sandy Clay Loam,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,Bt3,47,80,5YR4/8,,3,,,,,,5.4,,2.9,1.4,,0.4,,,7.2,,,,,,
10,Ferric Lixisol,"Choma series, deep phase",28.4,-14.58333,Bt4,80,106,5YR5/8,,3,,,,,,5.4,,2.9,1.4,,0.4,,,7.2,53,16,31,Sandy Clay Loam,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ap,0,18,10YR2/1,,14,0.8,,,,,6.3,,8.2,3.8,0.1,0.5,,,12,62,19,19,Sandy Loam,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ah1,18,38,10YR3/2,,7,0.4,,,,,6.5,,6.3,2.8,0.1,0.4,,,6.2,69,12,19,Sandy Loam,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ah2,38,50,10YR3/2,,3,0.3,,,,,6.5,,5.5,2,0.1,0.2,,,8.2,81,8,11,Loamy Sand,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ah3,50,68,10YR3/3,,2,0.2,,,,,6.5,,3.2,1.3,0.1,0.2,,,5,85,6,9,Loamy Sand,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,2Bw1,68,83,10YR3/3,,6,0.3,,,,,6.5,,11.4,6.5,0.1,0.5,,,18.6,39,32,29,Clay Loam,,
11,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,2Bws2,83,100,,,5,0.4,,,,,6.2,,21.3,13.5,0.1,0.7,,,28.6,54,39,7,Sandy Loam,,
12,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ap,0,23,10YR2/1,,22,,,,,,5.7,,12.6,4.8,0.1,1,,,17.2,49,30,21,Loam,,
12,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ah1,23,43,10YR3/2,,11,0.6,,,,,5.9,,10.2,3.7,0.1,0.4,,,16.2,52,25,23,Sandy Clay Loam,,
12,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Ah2,43,63,10YR3/2,,5,0.4,,,,,6,,8.5,3.4,0.1,0.2,,,12.8,,,,,,
12,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,Bw1,63,113,10YR3/4,,5,0.4,,,,,6,,7.5,3.6,0.1,0.3,,,13,62,17,21,Sandy Clay Loam,,
12,Haplic Phaeozem,"Webster's ""recent alluvium""",31.88333,-13.15,2Bw2,113,120,7.5YR3/1,,2,,,,,,6.2,,2.8,1.4,0.1,0.1,,,4.2,84,7,9,Loamy Sand,,
13,Haplic Phaeozem,,31.88333,-13.15,Ap,0,18,10YR3/2,,10,0.6,,,,,7,,7,2.8,,0.9,,,10.8,71,17,12,Sandy Loam,,
13,Haplic Phaeozem,,31.88333,-13.15,Ah,18,35,7.5YR3/2,,6,0.5,,,,,6.8,,6,1.8,0.1,0.6,,,10.8,66,18,16,Sandy Loam,,
13,Haplic Phaeozem,,31.88333,-13.15,Bw1,35,55,5YR3/2,,4,0.4,,,,,6.8,,5.7,4.1,0.1,0.5,,,12,59,15,26,Sandy Clay Loam,,
13,Haplic Phaeozem,,31.88333,-13.15,Bws2,55,75,5YR3/3,,7,0.3,,,,,6.5,,5.4,4.6,0.1,0.4,,,12,59,17,24,Sandy Clay Loam,,
13,Haplic Phaeozem,,31.88333,-13.15,Bw3,75,100,5YR3/3,,4,0.2,,,,,6.8,,5.3,4.1,0.1,0.6,,,11.2,62,14,24,Sandy Clay Loam,,
13,Haplic Phaeozem,,31.88333,-13.15,Bw4,100,118,5YR3/4,,1,0.2,,,,,6.8,,5.9,4,0.2,0.3,,,11.4,43,37,20,Loam,,
14,Dystric Planosol,,27.21667,-15.76667,Ahg,0,7,10YR2/1,,24,1.9,,,,,4.6,,5.2,2,,0.5,,,16.8,41,30,29,Clay Loam,,
14,Dystric Planosol,,27.21667,-15.76667,E1,7,14,10YR5/1,,3,0.2,,,,,5,,1.2,0.4,,0.1,,,2.4,60,28,12,Sandy Loam,,
14,Dystric Planosol,,27.21667,-15.76667,E2,14,19,10YR5/1,,2,0.2,,,,,5,,1.3,0.3,,0.1,,,2.4,69,16,15,Sandy Loam,,
14,Dystric Planosol,,27.21667,-15.76667,BE,19,32,10YR5/1,,5,0.6,,,,,6,,2.9,1.6,,0.4,,,14.8,31,26,43,Clay,,
14,Dystric Planosol,,27.21667,-15.76667,Bt1,32,72,2.5Y3/2,,8,0.2,,,,,7.2,,4,2.4,,0.4,,,14.8,33,15,52,Clay,,
14,Dystric Planosol,,27.21667,-15.76667,Bt2,72,98,2.5Y3/2,,2,0.3,,,,,6.6,,5.5,3.5,1.9,0.5,,,13.4,36,19,45,Clay,,
15,Carbic Podzol,,23.26667,-15.48333,Ah1,0,17,10YR5/2,10YR6/2,20,0.7,,,,,3.4,,0.6,0.2,,,,,6.6,93,3,4,Sand,,
15,Carbic Podzol,,23.26667,-15.48333,Ah2,17,28,10YR4/2,10YR6/3,3,0.2,,,,,3.8,,0.2,0.1,,,,,1.4,93,3,4,Sand,,
15,Carbic Podzol,,23.26667,-15.48333,AB,28,38,10YR3/2,10YR6/3,4,0.2,,,,,4.1,,0.1,0.1,,,,,0.8,92,3,5,Sand,,
15,Carbic Podzol,,23.26667,-15.48333,Bh1,38,66,10YR3/2,10YR5/3,2,0.2,,,,,4.2,,0.2,0.1,,,,,0.8,91,4,5,Sand,,
15,Carbic Podzol,,23.26667,-15.48333,Bh2,66,100,10YR3/2,10YR5/3,2,0.1,,,,,4.3,,0.1,0.1,,,,,0.6,90,5,5,Sand,,
15,Carbic Podzol,,23.26667,-15.48333,Bh3,100,132,10YR3/2,10YR5/3,2,0.1,,,,,4.4,,0.1,0.1,,,,,0.6,89,5,6,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,Ah1,0,10,10YR2/1,,19,1,,,,,3,,0.2,,,,,,7,92,4,4,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,Ah2,10,28,10YR2/1,,20,0.5,,,,,3.2,,0.1,,,,,,3.2,93,3,4,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,Ah3,28,44,10YR2/1,,8,0.2,,,,,3.3,,0.1,,,,,,2.8,93,3,4,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,E/B,44,59,10YR3/1,,3,0.2,,,,,3.3,,0.1,,,,,,2,94,2,4,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,Bh1,59,100,10YR2/2,,6,0.1,,,,,3.6,,0.1,,,,,,1,94,2,4,Sand,,
16,Carbic Podzol,Kande series,23.25,-15.2,Bh2,100,115,10YR2/2,,6,0.2,,,,,3.9,,0.1,,,,,,1.6,94,2,4,Sand,,
17,Calcic Solonetz,,24.26667,-17.45,Ahg,0,13,10YR4/2,,4,0.4,,,,,5.5,,1.5,0.5,0.1,,,,3.6,86,9,5,Sand,,
17,Calcic Solonetz,,24.26667,-17.45,E/Bthg,13,30,5Y5/1,,3,0.3,,,,,5.6,,7.6,0.6,1.8,0.1,,,5.2,84,9,7,Sand,,
17,Calcic Solonetz,,24.26667,-17.45,Chg1,30,47,5Y6/1,,2,0.2,,,,,6.8,,3.3,0.7,2.6,0.1,,,7.2,79,14,7,Sand,,
17,Calcic Solonetz,,24.26667,-17.45,Chg2,47,62,5Y6/1,,2,0.2,,,,,7.1,,3.7,0.5,5.3,0.1,,,9.4,74,12,14,Sandy Loam,,
17,Calcic Solonetz,,24.26667,-17.45,Ckg3,62,82,5Y6/1,,,,,,,,7.3,,4,0.2,,,,,10.2,72,12,16,Sandy Loam,,
17,Calcic Solonetz,,24.26667,-17.45,Ckg4,82,100,5Y5/1,,,,,,,,7.5,,,,,,,,,65,16,19,Sandy Loam,,
18,Mollic Solonetz,,37.88333,-13.15,Ah1,0,10,10YR3/2,,12,0.8,,,,,5.9,,7.1,7.4,3,0.4,,,17.2,56,15,29,Sandy Clay Loam,,
18,Mollic Solonetz,,37.88333,-13.15,Btn1,10,21,10YR3/2,,,,,,,,6.3,,,,,,,,,48,13,39,Sandy Clay,,
18,Mollic Solonetz,,37.88333,-13.15,Btn2,21,35,10YR3/2,,9,0.5,,,,,6.8,,9,8.4,,0.4,,,30,,,,,,
18,Mollic Solonetz,,37.88333,-13.15,Btn3,35,75,10YR3/2,,6,0.3,,,,,7,,13.2,10.1,11.6,0.6,,,28.6,37,15,48,Sandy Clay,,
18,Mollic Solonetz,,37.88333,-13.15,Btn4,75,100,10YR3/2,,4,0.3,,,,,6.9,,18.9,18,11.1,0.9,,,28.6,41,13,46,Sandy Clay Loam,,
18,Mollic Solonetz,,37.88333,-13.15,Btn5,100,115,10YR3/2,,5,0.3,,,,,6.7,,15.3,9.5,11.1,0.6,,,28.6,41,15,44,Clay,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Ahg1,0,4,10YR2/1,,114,4.2,,,,,4.9,,2.2,0.6,,0.4,,,29,35,28,37,Clay Loam,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Ahg2,4,12,10YR4/6,,15,1.6,,,,,5.5,,5.5,3.7,,0.7,,,22.2,23,12,65,Clay,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Bwg1,12,30,5Y4/1,,10,0.7,,,,,6.3,,7.3,5.4,,0.7,,,21.6,22,5,73,Clay,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Bwg2,30,52,5Y4/1,,5,,,,,,,,,,1.9,,,,23.6,20,19,61,Clay,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Cgk,52,70,5Y6/1,,4,0.3,,,,,7.3,,,,,,,,21.4,21,4,75,Clay,,
19,Eutric Vertisol,Kafue series,27.21667,-15.76667,Cg,70,102,5Y6/1,,4,0.2,,,,,7.3,,2.8,9.8,3.2,0.6,,,29.6,20,12,68,Clay,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Hg,0,10,10YR2/1,,172,6,,,,,4.6,,9.2,3.6,,,,,48.2,18,51,31,Silt Clay Loam,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Ahg1,10,25,N2/,,126,4.5,,,,,4.9,,7.4,2.4,,0.7,,,41,13,50,37,Silt Clay Loam,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Ahg2,25,31,N3/,,11,1.3,,,,,5.8,,9.6,5,,0.8,,,19.8,23,24,53,Clay,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Ahg3,31,60,N3/,,2,0.4,,,,,6.6,,12,6.5,0.9,0.7,,,24.7,22,15,63,Clay,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Cg1,60,85,5Y6/1,,2,0.4,,,,,6.8,,15.6,8,,0.5,,,24.6,21,9,70,Clay,,
20,Eutric Vertisol,Kafue series,27.21667,-15.76667,Cg2,85,125,5Y6/1,,1,0.2,1,,,,7,,15.3,7.5,1.3,0.4,,,26.6,23,9,68,Clay,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,Ah1,0,6,N2/,,177,7.7,63,,,,5.1,,21.6,6,,1.2,,,53.6,18,53,29,Silt Clay Loam,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,Ah2,6,14,N2/,,113,3.5,,,,,5,,6.5,2.2,,0.4,,,39.4,9,45,46,Silt Clay,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,Ah3,14,19,N2/,,7,0.6,,,,,6,,12.9,6.9,,0.5,,,23,14,17,69,Clay,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,ABg,19,40,5YR4/6,,,,,,,,,,,,,,,,,,,,,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,Bwg,40,59,10YR5/6,,2,0.3,,,,,6.5,,10.5,5.6,1,0.3,,,31,12,19,69,Clay,,
21,Calcic Vertisol,Kafue series,27.21667,-15.76667,Cg1,59,90,5Y5/1,,1,0.2,7,,,,7.3,,16.2,9.6,,0.4,,,32.6,15,16,69,Clay,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Ah,0,3,5YR3/4,,24.8,1.7,,,,,4.6,0,4.5,1.4,,0.3,,,8.5,39,36,25,Loam,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Bws1,3,10,2.5YR3/6,,11.5,0.9,,,,,4.6,0,2,0.7,,0.1,,,7.5,28,29,43,Clay,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Bws2,10,25,2.5YR3/6,,5.5,0.7,,,,,4.8,0,2,0.7,,0.1,,,6,20,21,59,Clay,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Bws3,25,37,2.5YR3/6,,5.2,0.6,,,,,4.6,0,1.8,0.6,,0.1,,,6,20,23,57,Clay,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Bws4,37,57,2.5YR3/6,,4.4,0.4,,,,,5.2,0,2.2,0.7,,0.1,,,5.7,22,19,59,Clay,,
22,Rhodic Ferralsol,Mpongwe series,28.76667,-13.55,Bws5,57,97,2.5YR3/6,,4.1,0.5,,,,,,0,2.3,0.7,,0.1,,,5.4,21,20,59,Clay,,
23,Umbric Gleysol,,30.26667,-12.06667,Ah1,0,7,10YR2/1,,100,3.3,,,,,5.2,,2.3,0.6,,0.2,,,18.3,40,36,24,Loam,,
23,Umbric Gleysol,,30.26667,-12.06667,Ah2,7,15,10YR3/1,,76,2.2,,,,,5,,2,0.4,,0.1,,,12.1,40,31,29,Loam,,
23,Umbric Gleysol,,30.26667,-12.06667,Cr1,15,23,2.5Y5/2,,15,1.2,,,,,4.9,,1.9,0.3,,0.1,,,9.4,40,44,16,Loam,,
23,Umbric Gleysol,,30.26667,-12.06667,Cr2,23,45,2.5Y5/2,,9,0.8,,,,,4.9,,1.9,0.4,,0.1,,,9.1,35,20,45,Clay,,
23,Umbric Gleysol,,30.26667,-12.06667,Cg1,45,64,5Y5/1,,7,0.7,,,,,4.7,,1.9,0.3,,0.1,,,11.1,28,22,50,Clay,,
23,Umbric Gleysol,,30.26667,-12.06667,Cg2,64,90,5Y5/1,,6,0.6,,,,,4.9,,2.3,0.6,,0.1,,,12.2,19,16,65,Clay,,
24,Umbric Gleysol,,30.26667,-12.06667,H,0,9,10YR2/1,,123,5.6,,,,,5.2,,2.1,0.7,,0.5,,,19.3,35,50,15,Loam,,
24,Umbric Gleysol,,30.26667,-12.06667,Ah,9,33,10YR2/1,,74,3.9,,,,,5.2,,1.2,0.4,,0.3,,,20.4,38,51,11,Silt Loam,,
24,Umbric Gleysol,,30.26667,-12.06667,Cg1,33,70,2.5YR6/2,,7,0.6,,,,,4.6,,1.9,1.4,,0.2,,,9.6,33,14,53,Clay,,
24,Umbric Gleysol,,30.26667,-12.06667,Cg2,70,100,5Y5/3,,4,0.5,,,,,4.7,,2.9,2,,0.2,,,12.3,15,28,57,Clay,,
